id,age,job,marital,education,balance,housing,loan,contact
34633,51,technician,single,secondary,-463,yes,no,cellular
34634,44,blue-collar,married,secondary,0,no,no,cellular
34635,41,admin.,divorced,tertiary,-298,yes,no,cellular
34636,27,management,single,tertiary,218,yes,no,cellular
34637,35,technician,married,secondary,784,yes,no,cellular
34638,48,services,single,secondary,0,yes,yes,cellular
34639,41,management,married,tertiary,326,yes,no,cellular
34640,47,admin.,married,secondary,769,yes,no,cellular
34641,43,services,married,secondary,122,yes,no,cellular
34642,44,services,married,secondary,-395,yes,no,cellular
34643,27,entrepreneur,single,tertiary,2159,yes,no,cellular
34644,39,blue-collar,single,secondary,290,yes,no,cellular
34645,25,student,single,secondary,293,yes,no,telephone
34646,48,admin.,married,secondary,-582,yes,no,cellular
34647,43,technician,divorced,secondary,0,yes,no,cellular
34648,35,services,married,secondary,27,yes,yes,cellular
34649,50,blue-collar,married,secondary,716,yes,no,cellular
34650,45,management,married,tertiary,7620,yes,no,cellular
34651,46,management,married,tertiary,1217,yes,no,cellular
34652,55,services,married,secondary,-626,yes,yes,cellular
34653,39,admin.,divorced,secondary,676,yes,no,cellular
34654,45,admin.,married,secondary,251,yes,no,cellular
34655,32,management,married,tertiary,4761,yes,no,cellular
34656,46,blue-collar,married,unknown,9328,yes,no,cellular
34657,38,services,married,secondary,0,yes,no,cellular
34658,33,management,married,tertiary,8339,yes,no,cellular
34659,30,management,married,tertiary,6432,yes,no,cellular
34660,31,admin.,married,secondary,368,yes,no,cellular
34661,37,admin.,single,tertiary,0,yes,no,cellular
34662,59,blue-collar,married,secondary,5314,yes,no,cellular
34663,44,management,divorced,tertiary,0,yes,yes,cellular
34664,34,blue-collar,married,primary,6352,yes,no,cellular
34665,30,services,married,tertiary,6,yes,no,cellular
34666,31,technician,divorced,secondary,345,yes,no,cellular
34667,37,admin.,married,secondary,176,yes,no,cellular
34668,48,blue-collar,married,secondary,2345,yes,yes,cellular
34669,35,housemaid,married,secondary,738,yes,no,cellular
34670,51,management,married,unknown,914,yes,no,cellular
34671,30,technician,single,secondary,-522,yes,yes,cellular
34672,25,student,single,secondary,703,no,no,cellular
34673,35,services,divorced,secondary,67,yes,no,cellular
34674,45,admin.,single,secondary,341,yes,yes,cellular
34675,48,technician,single,tertiary,104,yes,no,cellular
34676,19,student,single,secondary,291,no,no,telephone
34677,36,technician,single,secondary,103,yes,no,cellular
34678,39,blue-collar,single,secondary,519,yes,yes,cellular
34679,52,technician,married,secondary,221,yes,no,cellular
34680,51,blue-collar,married,primary,565,yes,yes,cellular
34681,37,management,married,tertiary,8564,yes,no,cellular
34682,35,admin.,married,secondary,1286,yes,no,cellular
34683,42,blue-collar,married,secondary,2152,yes,no,cellular
34684,61,retired,divorced,secondary,0,no,no,cellular
34685,24,admin.,single,tertiary,805,yes,no,cellular
34686,40,management,single,secondary,906,yes,no,cellular
34687,43,blue-collar,married,primary,-111,yes,no,cellular
34688,43,technician,divorced,secondary,305,yes,no,cellular
34689,42,services,single,secondary,241,yes,no,cellular
34690,32,blue-collar,married,secondary,34,yes,no,cellular
34691,27,admin.,married,secondary,3160,yes,no,cellular
34692,28,services,divorced,secondary,6,yes,yes,cellular
34693,53,services,married,primary,2618,yes,no,cellular
34694,38,services,married,secondary,129,yes,no,cellular
34695,45,management,married,tertiary,0,yes,no,cellular
34696,43,management,married,tertiary,176,yes,no,cellular
34697,31,technician,single,secondary,4888,yes,no,telephone
34698,41,blue-collar,married,secondary,440,yes,no,cellular
34699,30,management,single,tertiary,61,yes,no,telephone
34700,29,management,single,tertiary,2799,yes,no,cellular
34701,41,services,married,unknown,394,yes,no,cellular
34702,34,technician,single,secondary,513,yes,no,cellular
34703,50,blue-collar,married,secondary,253,yes,yes,cellular
34704,28,technician,single,tertiary,75,yes,yes,cellular
34705,27,admin.,single,tertiary,1993,yes,no,cellular
34706,35,admin.,married,primary,-229,yes,no,cellular
34707,42,services,married,secondary,96,yes,no,cellular
34708,47,technician,married,primary,434,yes,yes,cellular
34709,31,admin.,single,secondary,140,yes,yes,cellular
34710,54,blue-collar,married,primary,1357,yes,yes,cellular
34711,30,blue-collar,single,secondary,-390,yes,no,cellular
34712,36,technician,divorced,primary,-127,yes,no,cellular
34713,33,management,single,tertiary,0,yes,no,telephone
34714,56,management,married,tertiary,0,yes,no,telephone
34715,29,unemployed,single,tertiary,150,yes,no,cellular
34716,37,admin.,single,secondary,597,yes,no,cellular
34717,36,technician,single,secondary,7503,yes,no,telephone
34718,36,blue-collar,married,secondary,0,yes,no,cellular
34719,47,entrepreneur,married,tertiary,0,no,no,cellular
34720,44,blue-collar,married,primary,0,yes,no,telephone
34721,37,management,divorced,tertiary,0,yes,no,cellular
34722,32,blue-collar,single,secondary,127,yes,no,cellular
34723,56,management,married,tertiary,505,yes,yes,cellular
34724,46,technician,married,tertiary,342,yes,yes,cellular
34725,29,technician,single,tertiary,41,yes,yes,cellular
34726,38,technician,married,secondary,414,yes,no,cellular
34727,30,blue-collar,married,primary,-327,yes,yes,cellular
34728,35,blue-collar,married,secondary,225,yes,no,cellular
34729,41,blue-collar,married,primary,-7,yes,no,cellular
34730,39,services,married,secondary,-311,yes,no,cellular
34731,37,technician,single,secondary,5436,yes,no,cellular
34732,35,management,single,tertiary,107,yes,no,cellular
34733,31,technician,single,tertiary,645,yes,no,cellular
34734,49,blue-collar,married,secondary,8545,yes,yes,cellular
34735,46,management,married,tertiary,523,yes,no,cellular
34736,59,retired,married,primary,1064,yes,no,cellular
34737,30,management,married,tertiary,94,yes,no,cellular
34738,37,management,married,tertiary,0,yes,no,cellular
34739,37,blue-collar,married,primary,1222,yes,no,cellular
34740,47,blue-collar,married,secondary,235,yes,no,cellular
34741,49,blue-collar,married,secondary,2039,yes,no,cellular
34742,52,services,divorced,secondary,12,yes,no,cellular
34743,35,blue-collar,married,secondary,5417,yes,no,cellular
34744,35,admin.,divorced,secondary,404,yes,no,cellular
34745,54,management,married,primary,0,yes,yes,cellular
34746,35,management,married,tertiary,0,yes,yes,cellular
34747,60,blue-collar,married,primary,6271,yes,no,cellular
34748,51,entrepreneur,married,unknown,2396,yes,no,cellular
34749,40,admin.,divorced,secondary,83,yes,no,cellular
34750,34,blue-collar,married,secondary,649,yes,no,cellular
34751,40,blue-collar,married,primary,-234,yes,no,cellular
34752,49,management,married,tertiary,489,yes,no,cellular
34753,53,self-employed,married,secondary,-488,yes,no,cellular
34754,44,management,divorced,tertiary,3,no,no,cellular
34755,34,technician,single,secondary,22,yes,no,cellular
34756,27,admin.,married,secondary,710,yes,yes,cellular
34757,40,services,married,secondary,1438,yes,no,cellular
34758,50,technician,married,secondary,0,yes,no,cellular
34759,36,services,married,secondary,0,yes,no,cellular
34760,23,admin.,single,secondary,589,yes,no,cellular
34761,45,blue-collar,married,primary,1558,yes,no,cellular
34762,32,admin.,married,secondary,59,yes,no,cellular
34763,37,technician,married,secondary,1784,yes,no,cellular
34764,34,admin.,single,tertiary,18,yes,no,cellular
34765,39,admin.,married,secondary,1101,yes,no,cellular
34766,39,admin.,single,secondary,4917,yes,yes,cellular
34767,46,blue-collar,single,primary,501,yes,no,cellular
34768,30,self-employed,married,tertiary,-1083,yes,no,cellular
34769,39,technician,divorced,tertiary,3,no,no,cellular
34770,42,technician,married,secondary,122,yes,no,cellular
34771,58,management,married,tertiary,0,yes,yes,cellular
34772,24,blue-collar,single,secondary,1857,yes,no,cellular
34773,29,blue-collar,married,primary,111,yes,no,cellular
34774,31,services,married,secondary,1783,yes,yes,cellular
34775,53,entrepreneur,divorced,tertiary,81,yes,no,cellular
34776,33,management,single,tertiary,4835,no,no,cellular
34777,35,services,married,secondary,0,yes,no,cellular
34778,29,services,single,secondary,2,yes,no,cellular
34779,32,self-employed,single,tertiary,0,yes,no,cellular
34780,57,retired,married,primary,0,yes,no,cellular
34781,38,technician,single,secondary,1019,yes,no,cellular
34782,27,management,single,tertiary,2559,yes,no,cellular
34783,56,management,married,tertiary,563,yes,no,cellular
34784,42,management,married,secondary,275,yes,no,cellular
34785,44,entrepreneur,married,primary,650,yes,no,cellular
34786,26,services,single,secondary,-481,yes,yes,cellular
34787,37,entrepreneur,married,secondary,0,yes,yes,cellular
34788,32,blue-collar,single,secondary,1143,yes,yes,cellular
34789,31,services,single,secondary,864,yes,no,cellular
34790,36,admin.,divorced,secondary,50,yes,no,cellular
34791,36,management,single,secondary,532,yes,no,cellular
34792,35,technician,divorced,secondary,84,yes,yes,cellular
34793,36,admin.,married,secondary,788,yes,no,cellular
34794,41,blue-collar,married,secondary,13,yes,no,cellular
34795,37,technician,divorced,secondary,141,yes,no,cellular
34796,46,management,married,tertiary,16,yes,no,cellular
34797,35,management,married,tertiary,105,yes,no,cellular
34798,43,blue-collar,married,secondary,388,yes,yes,cellular
34799,34,blue-collar,married,unknown,41,yes,no,cellular
34800,51,management,married,tertiary,437,yes,no,cellular
34801,32,services,single,secondary,182,yes,no,cellular
34802,46,entrepreneur,married,tertiary,25204,yes,yes,cellular
34803,30,technician,married,secondary,616,yes,no,cellular
34804,40,management,married,tertiary,-606,yes,no,cellular
34805,21,services,single,secondary,3033,yes,no,cellular
34806,34,admin.,divorced,secondary,0,yes,no,cellular
34807,34,blue-collar,married,secondary,-349,yes,no,cellular
34808,31,technician,single,secondary,53,yes,yes,cellular
34809,30,admin.,married,secondary,-150,yes,no,cellular
34810,40,management,divorced,tertiary,69,yes,no,cellular
34811,33,admin.,married,tertiary,281,yes,no,cellular
34812,27,entrepreneur,married,unknown,345,yes,yes,cellular
34813,40,retired,married,secondary,102,no,no,cellular
34814,24,blue-collar,single,secondary,27,yes,no,cellular
34815,32,blue-collar,single,secondary,53,yes,no,cellular
34816,44,management,single,tertiary,3,yes,no,cellular
34817,35,admin.,divorced,secondary,-101,yes,yes,cellular
34818,32,blue-collar,single,primary,1137,yes,yes,cellular
34819,39,management,single,tertiary,1428,yes,no,cellular
34820,28,technician,single,tertiary,875,yes,no,cellular
34821,52,services,divorced,secondary,238,yes,no,cellular
34822,28,services,single,secondary,123,yes,no,cellular
34823,32,blue-collar,single,primary,181,yes,no,cellular
34824,24,admin.,married,secondary,299,yes,no,cellular
34825,45,unemployed,married,secondary,56,yes,no,cellular
34826,35,services,married,secondary,302,yes,no,cellular
34827,53,blue-collar,married,secondary,380,yes,yes,cellular
34828,35,management,single,secondary,0,yes,no,cellular
34829,49,blue-collar,divorced,primary,0,yes,no,cellular
34830,35,blue-collar,single,secondary,-441,yes,no,cellular
34831,26,blue-collar,single,secondary,0,yes,no,cellular
34832,28,student,single,tertiary,471,yes,no,cellular
34833,34,technician,divorced,secondary,8,yes,no,cellular
34834,44,management,married,tertiary,1850,yes,no,cellular
34835,26,admin.,single,secondary,96,no,no,cellular
34836,30,management,divorced,tertiary,415,yes,yes,cellular
34837,25,blue-collar,single,secondary,15,yes,no,telephone
34838,37,admin.,divorced,secondary,315,yes,no,cellular
34839,29,admin.,married,secondary,2,yes,no,cellular
34840,40,self-employed,married,secondary,311,yes,no,cellular
34841,30,entrepreneur,married,secondary,392,yes,no,cellular
34842,37,blue-collar,married,primary,0,yes,no,cellular
34843,25,services,married,secondary,-97,yes,no,cellular
34844,39,blue-collar,married,secondary,854,yes,yes,cellular
34845,44,entrepreneur,married,secondary,860,yes,yes,cellular
34846,32,technician,single,secondary,6402,yes,no,cellular
34847,52,admin.,married,secondary,786,yes,no,cellular
34848,48,entrepreneur,single,secondary,0,yes,no,cellular
34849,43,management,married,primary,88,no,yes,cellular
34850,31,student,single,unknown,2882,yes,no,cellular
34851,36,admin.,single,secondary,245,yes,no,cellular
34852,44,blue-collar,married,primary,513,yes,no,cellular
34853,34,technician,married,secondary,134,yes,no,cellular
34854,37,admin.,single,secondary,465,yes,yes,cellular
34855,39,services,married,primary,0,no,no,cellular
34856,40,blue-collar,married,secondary,1012,yes,no,cellular
34857,33,admin.,divorced,secondary,-18,yes,no,cellular
34858,53,entrepreneur,married,tertiary,54,yes,yes,cellular
34859,34,blue-collar,married,primary,17946,yes,no,cellular
34860,46,services,divorced,secondary,281,yes,yes,cellular
34861,34,admin.,married,secondary,4902,yes,no,cellular
34862,32,management,married,tertiary,2218,yes,no,cellular
34863,30,management,divorced,tertiary,477,yes,no,telephone
34864,31,housemaid,single,tertiary,399,yes,no,cellular
34865,25,student,single,tertiary,505,yes,no,cellular
34866,36,blue-collar,married,primary,59,yes,no,cellular
34867,43,unemployed,married,primary,9,yes,yes,cellular
34868,43,unemployed,married,primary,9262,yes,no,cellular
34869,22,services,single,secondary,3,yes,no,cellular
34870,45,management,divorced,secondary,0,yes,no,cellular
34871,32,technician,divorced,secondary,0,yes,no,cellular
34872,37,technician,married,secondary,83,yes,no,cellular
34873,28,blue-collar,married,primary,60,yes,no,cellular
34874,23,services,married,secondary,83,yes,no,cellular
34875,38,management,single,tertiary,171,yes,yes,cellular
34876,47,entrepreneur,married,unknown,1481,yes,no,cellular
34877,32,services,married,secondary,509,yes,no,cellular
34878,29,services,married,secondary,0,yes,yes,cellular
34879,30,services,married,secondary,78,yes,no,cellular
34880,35,admin.,married,secondary,-244,yes,yes,cellular
34881,55,blue-collar,married,primary,1086,yes,no,cellular
34882,44,blue-collar,married,primary,-298,yes,no,cellular
34883,42,admin.,married,secondary,1455,yes,no,cellular
34884,33,blue-collar,divorced,secondary,714,yes,no,cellular
34885,33,admin.,married,secondary,2468,yes,yes,cellular
34886,34,management,divorced,tertiary,-401,yes,no,cellular
34887,37,self-employed,married,primary,90,yes,no,telephone
34888,44,services,married,secondary,1864,yes,no,telephone
34889,41,technician,married,tertiary,-15,yes,no,cellular
34890,30,technician,single,secondary,516,yes,no,cellular
34891,31,services,divorced,secondary,1016,yes,no,cellular
34892,51,self-employed,married,primary,106,yes,no,telephone
34893,31,unemployed,single,secondary,209,yes,no,cellular
34894,34,entrepreneur,married,tertiary,0,yes,no,cellular
34895,33,blue-collar,married,secondary,0,yes,yes,cellular
